default
キャミー,Cammy
勃起したチンポの目の前で、\nこんなバカみたいにおっきなおっぱい揺らされたら、\n足も手も止まっちゃうのよね？男ってほんとバカ❤,Just seeing a pair of ridiculously huge breasts shaking in front of your hard cock stops you in your tracks; right? Men are so stupid~❤ 
よく見なさい？\nこれが今からあんたのチンコをズリズリする、\nわたしの最強のおっぱいよ❤,Take a closer look; okay? These unbeatable breasts of mine will be pumping around your cock soon!❤
あ、あぅ……❤,Ah; ahh...❤
あは、アンタのチンポ、\n勃起しすぎてえっぐい角度になってるんだけど❤\nどんだけ興奮してんのよ❤ばーか❤,Aha~❤ Your dick's so hard it's at a really weird angle. Just how excited are you?❤ Idiot~❤
これじゃ挟んだら瞬殺ね、\nはい、終わり❤ぱっちゅん❤,I'll finish this quick with one deadly squeeze!❤ Like this~❤
うぐあっ、これ、むりぃっ❤腰が溶けるぅう…っ❤,Ugh; it's too much.❤ My waist feels like it's melting...❤
ぷぷ❤アへ顔さらしちゃってみっともない❤\nアンタの勝利、わたしのおっぱいに挟みつぶされちゃったわね❤\nきゃははは❤,Pffft~❤ Isn't it embarrassing to show such a stupid face to all these people?❤ I guess your victory was crushed between my breasts~ Kyahaha!❤
決着ー！！やはり男性相手には負け知らず！\n無敵の爆乳の前にルーキーは膝をついてしまったー！,The match is decided! Cammy remains undefeated by men! The rookie has fallen to his knees before her large; unbeatable breasts!
まさかの１ターンでの決着です！\nこれがカードマスター随一の爆乳マスター、\nキャミー選手の実力だー！,To think it ended in just one turn! This is the true power of the top-heavy cardmaster with huge breasts; Cammy!
やる気十分でCランク昇格戦に挑んだ僕は、キャミーの胸によってあっさりと射精させられてしまった。,I had challenged the C-rank promotion match full of motivation; but I was made to cum in an instant by Cammy's breasts.
彼女の圧倒的な魅力の前に、まともにカードを使うことすらできなかった。ただただ彼女の胸のことで頭が埋め尽くされてしまい、棒立ちになってしまったのだ,In the face of her overwhelming allure; I couldn't even play my cards properly. My mind was completely consumed by thoughts of her breasts; leaving me wide open; standing there like an idiot.
昇格戦を制したのはCランクマスター！\nキャミー選手の勝利です！,The winner of this promotion match is the C-rank cardmaster; Cammy!
デッキの性能自体はピーキーそのものだったが、ほかの女性マスターよりも数段巧みな彼女の『男を絶頂させる技術』に抗うことができなかったのだ。,The deck's performance was shaky to begin; but what really finished her opponent was her 'talent for making men climax'; which stands leagues above any other female masters.
ぷっ、あっけな❤無敗の男だろうと、所詮わたしの敵じゃなかったわね❤\nこんなにあっさり決着つくなんて、\n余った時間で買い物にでも行こうかしら。,Pfft; that was so easy.❤ No man; even a so-called undefeated one; is a match for me in the end.❤ Still; I never thought it'd be over this quick. Maybe I'll go shopping with all the extra time I have.
だって、勝手に発情して開始と同時にオナニー自滅、だものねぇ❤\nおちんちんシコシコ気持ちよかったかしら～？\nおっぱいに負けたザーコ❤きゃははは❤,Since you got yourself all worked up; you ended up masturbating and losing on your own.❤ Did it feel good jerking off like that? You're just a little weakling who lost to my tits~❤ Kyahaha~❤
うぐぅっ・・・❤,Ughhh...❤
こちらを心底バカにしたような笑い声に、怒りの感情が湧いてくる。しかし、キャミーのおっぱいに我を失い、自滅してしまったのは事実。,Hearing a laugh that seems to so genuinely mock me; I felt a surge of anger. Still; it was true. I had lost my composure and ended up losing myself to Cammy's breasts and throwing the match.
何も言い返すことはできない。それに彼女がおおげさに笑うたびに、またおっぱいが揺れて…❤ああ、だめなのに、すぐに視線が吸い寄せられてしまう…❤,I can't even say anything back; and every time she laughs out loud; her boobs start to shake again...❤ Oh; I know I shouldn't; but my eyes are drawn to them right away...❤
まぁこのおっぱいで責められて射精を堪えるなんて、\nオスには到底むりな話よね❤\nチンポ挟まれて速攻射精❤谷間の中、天国だったでしょ？くすくす❤,Well; trying to hold back your cum when teased with tits like these would be impossible for any man; right? Having your cock squeezed made you cum instantly; huh~❤. It must've been heaven; being sandwiched in my cleavage; right? *Giggle*❤
さっきほどされたパイズリの感触がまたペニスに残っている。ねっとりと絡みつくようなあの快感は、本当に気持ちがよかった。,The sensation of her titjob from earlier still lingered on my penis. The sticky; tangled pleasure had been amazing.
だめだ、今も思い出すだけで、体がうずいてしまう…。腰が抜けてしまいそうだ。,It's no use. Even now; just remembering it makes my body ache... I feel like my legs might give out.
何にもできずに棒立ちになって、\n最後はおっぱい見せられて射精❤\nぷぷっ、さすがに情けなさすぎるでしょ❤,You just stood there like an idiot; unable to do anything. In the end; you came just from seeing my tits~❤ Haha; how pathetic can you be?❤
ふぅ。わたしの敵じゃなかったわね❤\nデッキとカード捌きは悪くなかったけれど、\nわたしのテクを耐えられないんじゃ意味ないわよ？,Phew. In the end; you were no match for me after all.❤ I'll admit; your deck and card handling weren't bad; but it's no use if you can't resist my techniques.
まぁテクに負けたっていうか、あんたの理性が弱すぎたんだけど❤\nねぇ～、オナニーして負けた雑魚マスターさん？\nおっぱい見ながらシコシコ気持ちよかった～？きゃははは❤,I mean; it's not even that you lost to my technique; your self-control was way too weak.❤ So; how did it feel to lose while masturbating? Did it feel good jerking off while staring at my tits? Kyahaha!❤
こちらを心底バカにしたような笑い声に、怒りの感情が湧いてくる。しかし、キャミーのおっぱいに我を失い、自滅してしまったのも事実。,Hearing a laugh that seems to so genuinely mock me; I felt a surge of anger. Still; it was true. I had lost my composure and ended up losing myself to Cammy's breasts and throwing the match.
何も言い返すこともできない。それに彼女がおおげさに笑うたびに、またおっぱいが揺れて…❤ああ、だめなのに、すぐに視線が吸い寄せられてしまう…❤,I can't even say anything back; and every time she laughs out loud; her boobs start to shake again...❤ Oh; I know I shouldn't; but my eyes are drawn to them right away...❤
まぁこのおっぱいで責められて射精を堪えるなんて、\nオスには到底むりな話よね❤\nチンポ挟まれて天国だったでしょ？くすくす❤,Well; trying to hold back your cum when teased with tits like these would be impossible for any man; right? Having your cock squeezed made you cum instantly; huh~❤. It must've been heaven; being sandwiched in my cleavage; right? *Giggle*❤
（試合前におっぱい押し付けに成功した時点で勝ち確よね❤\n男ってほんとちょろい❤）,(Since I managed to press my breasts against him before the match; there was no way I wouldn't win~❤ Men are so easy to manipulate~❤)
まあ、これまでの連勝記録とか、魔力の質を見た感じ、\nアンタも悪くない素材なのよね。,Well; looking at your winning streak and the quality of your mana; I'd say you're not a bad catch.
アンタのこと、わたしのしもべに加えてあげようかしら。\nねえ、アンタはわたしの奴隷になりたい？,I think I'll make you one of my servants. Hey; do you want to be my slave?
な、そんなわけ・・・。,What? No way...
言いかけた僕を見て、キャミーはにやりと笑うと、非常にわざとらしく前かがみになり、谷間をこれでもかと強調してきた。,Seeing that I was about to answer; Cammy giggled and very deliberately bent forward; emphasizing her huge breasts in a way that was impossible to ignore.
服の上からだというのに、はっきり形が分かる規格外の爆乳…。眼前に飛び込む圧倒的な光景に、出しかけた言葉は引っ込み、ただ生唾を飲み込むことしかできない。,Even through her clothes; the well of her absurdly large breasts was unmistakable... Faced with such an overwhelming sight; the words I was about to say got stuck in my throat and all I could do was gulp nervously.
くす…❤ちょっろ❤,Heh...❤ So easy~❤
あら、ちょろいって言われてるのになんでそんなに勃起してるの？\nやっぱりアンタマゾなんでしょ❤,Hey; I'm making fun of you; you know. Why are you getting so hard? You really are a masochist~❤
マゾにとって奴隷になれるなんて、幸福そのものじゃない❤\nそれもとびきりパイズリが上手い女の子の奴隷になれるなんて、\n最高よね❤,For a masochist like you; being a slave would be nothing short of pure bliss!❤ And being the slave of a girl as skilled with her tits as me would be even better~❤
ううっ…❤❤ふざけるな、僕にはやらなきゃいけないことが・・・。,Ugh...❤❤ Don't mess with me. I have things I still need to do...
へぇー、そう。\nそれじゃ、これを見なさい❤,Oh really? In that case; look at this~❤
わたしの爆乳を、どっぷん❤\nあはーん❤めちゃくちゃエロいでしょ？,See how my huge tits drop?❤ Ahah~ Isn't it sexy?
あっ、ああっ…❤❤❤,Ah; oh...❤❤❤
くすくす❤さっきの射精を思い出して、我慢汁がだらだら❤\n口もぽかーんって開いて、すっごく間抜け面ね❤,*Giggle*❤ Your cock's dripping. Are you remembering your last orgasm? You look so stupid with your jaw hanging open like that~❤
このおっぱいでアンタは情けなく敗北したのよ？\nねえ、もう一回、わたしに負けたい？,You lost so miserably to these breasts; right? Hey; do you want to lose to them again?
なら、ほら、この首輪をつけなさい。\nこれは奴隷の首輪❤\n一回つけたらご主人がいいって言うまで外すことはできないの。,If you do; you have to put on this collar. It's a slave collar~❤ Once you put it on; you can't take it off unless your master says so.
つけたい？つけたくない？\nつけないなら、今日はもう終わり。\nアンタのチンポは二度とわたしのおっぱいを味わえない❤,So; do you want to wear it or not? If not; we're done for today. Your dick will never experience my tits again~❤
首輪をつけたら、アンタは一生わたしの奴隷よ❤\nふふ、どっちの方がいいかなんて、\n考えるまでもないわよね❤,If you do; though; you'll be my slave for life!❤ Hehe; there's no need to even think about which option is better; is there?❤
そういってキャミーは僕に首輪を投げてきた。魔力を通すことで鍵がかかり、簡単には外せなくなる仕組みの首輪だ。,With that; Cammy tossed the collar to me. Looking at it; it seemed to lock when magical power was passed through it; making it difficult to remove.
こんなものつけるべきではない…。そう分かっているのに…。,I shouldn't put something like that on... I know that...
（くす❤ほら、とどめよ❤\n体を軽く横に振って、ゆさゆさゆさ…❤）,(Heehee~❤ I'll finish you off with this!❤ I'll shake my body gently from side to side; letting my chest sway...❤)
あっ、あっ、ああっ・・・・❤❤❤,Ah; ah; ahh...❤❤❤
だぷんだぷんと揺れるキャミーの胸を見ているだけで、何も考えられなくなってしまう。僕はうつろな目をしたまま、自分の首に首輪をつけてしまった。,Just looking at Cammy's breasts swaying back and forth made it impossible for me to think about anything else. With a vacant look in my eyes; I put the collar around my neck.
それを見たキャミーはくすくすと笑いながら僕の方に近づき、人差し指を首輪にぴとっと触れさせた。するとそこから魔力が流し込まれ、がちゃりと首輪に鍵がかかってしまう。,Seeing this; Cammy approached me with a giggle; placing her index finger on the collar. Magic flowed from her finger into the collar; which locked with a snap.
ぷぷっ、ほんと男ってチンポでものを考えてるのね❤\nこのおっぱいのためなら、人生捨てちゃうんだ？,Pfft; men really do think with their dicks~❤ You'd really give up your life for these tits?
これでアンタはわたしの所有物。\nって言っても、その首輪でできることは\nせいぜいアンタに軽い電流を流すことぐらいだけどね。,Now you're mine. Though; the most I can do with that collar is give you a little shock.
人間の自由を奪う危険な魔道具なんて、\nこんな公の場で使えないもの。\nでも、男をコントロールするならそんなピリッとした電気で十分❤,Magical tools dangerous enough to take away human freedom can't be used in a place as public as this. But even a small shock like that should be more than enough to control a stupid man~❤
今からその電気とおっぱいの気持ちよさ、\nアンタの脳みその中でばっちり結び付けてあげる❤,Now; I'm going to make sure your mind connects the shock of that electricity with the pleasure of my tits~❤
おっぱいでむぎゅむぎゅう❤\nあは、アンタのちっちゃいチンポ、埋もれて見えなくなっちゃった❤,I'll wrap you tightly in my breasts~❤ Ahah; your little dick is so buried in there I can't even see it~❤
はひぃっ❤❤すごいっ❤ああっ、やわらかいぃっ❤❤,Ahhh...❤❤ Amazing...❤ It's so soft...❤❤
今からそんなに喘いでちゃ大変よ？\nほらほら・・・❤,You're in real trouble if you're moaning like that already. So; get ready...❤
わたしのパイズリテクで\n極楽を味合わせてあげる❤,I'll make you taste heaven with my paizuri technique~❤
チンポ丸ごとずりずりされて、\n気持ちよすぎて、腰から溶けちゃいそうでしょ？,Your whole dick is being rubbed. It's so good you feel like you're melting from your waist down; right?
あぐぅっ❤❤これ、やばいっ❤❤きもちいい、きもちいいっ❤❤❤,Agh!❤❤ This is crazy!❤❤ It feels so good! So good...❤❤❤
ぷぷ、パイズリ前にちょっと焦らしたのもあるけど、\nそれにしたってアホみたいな反応ね❤,Haha; I know I teased you a bit before I started; but even so; your reactions are so stupid~❤
期待のルーキーとか言われて、\n観客からも大人気なのに、\nおっぱいでアンアン喘がされちゃってみっともなーい❤,They call you a promising rookie; and you're even pretty popular with the audience; but the way you're moaning over my tits... It's so embarrassing~❤
恥ずかしくないの？\nあ、自分から首輪つけちゃうようなイヌには、\nいまさらかしら。ぷっ、くすくす❤,Aren't you ashamed of yourself? Well; I guess it's too late to be asking a dog like you who puts a collar on himself something like that. *Giggle*❤
ほら、首輪のテストよ。\nわたしが「マゾ」ってささやくと…❤,Okay; lets test the collar! If I whisper the word “masochist...”❤
はぎぃっ！首がびりって❤❤ああっ❤ああっ❤❤,Agh! My neck tingles!❤❤ Ahh!❤ Ahh!❤❤
ふふ、びりびり来てちょっと痛いでしょ？\nでも、わたしのおっぱいに挟まれてるから、\nアンタのチンポはギンギンのまま❤,Fufu; it's tingling and hurts a little; right? But because I have your cock trapped between my boobs; it stays rock hard~❤
こうやってパイズリしながら、びりびりしてあげると、\n段々おっぱいの気持ちよさとこの電気が\n頭の中で結びつくの❤,If I keep shocking you while giving you a titjob; the pleasure of my breasts and the pain of the electricity will gradually become connected in your head❤
そうなればアンタの人生はもう終わり。\nま、説明するより実際にやってあげた方が早いわね。\nほらほらほら❤,When that happens; your life will be over. Though; I suppose it's easier to just do it than to explain it to you. Now; let's begin~❤
わたしの全力パイズリでたっぷり喘ぎなさい❤\nこの「マゾ」❤「マゾ」❤「マゾ」❤,Moan helplessly to my full-force paizuri~❤ You "masochist."❤ "Masochist~"❤ "Masochist!"❤
はぐぅっ❤いたいっ、いたいけど気持ちよくてぇっ❤❤\nああっ、おかしくなるっ❤おかしくなるっ❤❤❤,Agh!❤ It hurts! It hurts; but it feels so good!❤❤ Ahh; I can't take it!❤ I'm going crazy!❤❤❤
あはは❤痛みで逆に興奮してるんじゃない？\n電気流すたびに、チンポでかくなってるんだけど❤,Kyahaha~❤ Are you getting turned on by the pain? Every time I shock you; your cock gets bigger~❤
ま、多少ふくらんだところで\nわたしのおっぱいから頭も出せないんだけどね❤\nほらほらぁ❤だっぷんだっぷん揉みこんであげる❤,Well; a little bigger or not; you still can't get your head out from my breasts.❤ Look; look~❤ I'll knead you all over~❤
チンポの先っぽも根元もぜーんぶおっぱいの中❤\nとろふわの柔らかさに包まれて、\n腰から下が溶けそうでしょう？,The tip and the base of your penis are completely buried in my breasts.❤ Wrapped in their soft; plush warmth; it feels like your lower body is melting; doesn't it?
「マゾ」のアンタには贅沢すぎるパイズリよねー❤\n「マゾ」チンポ、とっくに限界でしょ？\n「マゾ」❤「マゾ」❤ぷぷっ、電気流されてアヘ顔してんじゃないわよ❤,A titfuck this amazing is too much for a "masochist" like you; isn't it? Your "masochist" cock must be at its limit by now; right? "Masochist"~❤ "Masochist"~❤ Hehe; you shouldn't make a face that melty when you're getting shocked; you know!❤
それじゃとどめね❤\nむぎゅうって乳圧かけまして～❤,Alright; I'll finish you off with this~❤ I'll squeeze my breast nice and tight~❤
ほらほらほら！\nイケ❤\n「マーゾ」❤,Come on; come on! Hurry up and come~❤ You “masochist”~❤
はぎぃいっ❤だめっ、だめ、むりっ❤❤❤出るぅっ❤❤,Ahhhh!❤ No! No; I can't take it!❤❤❤ I'm coming!❤❤
あふぅ・・・❤きもちいい・・・❤❤,Ahh...❤ It feels so good...❤❤
くすくす❤バカみたいな蕩け顔❤\nわたしのパイズリの気持ちよさ、骨の髄まで教え込まれちゃったわね。,Hehe~❤ Look at your stupid; blissful face.❤ You've been taught the pleasure of my paizuri down to your core.
電気でビリビリされてるのに、そんな喜んじゃってさ。\nこの「マーゾ」❤,Even though you're getting shocked by electricity; you're look so happy about it. You "masochist"~❤
あぐっ❤❤,Agh!❤❤
ぷぷっ、電気に反応してチンポビンビンになってる❤\nこんだけ簡単に快楽との結び付けがうまくいくのも珍しいわ❤,Hehe; your cock's reacting to the electricity and getting all hard again~❤ You know; it's actually rare for the connection with pleasure to go this smoothly~❤
ふつうは２、３回は射精させてあげるんだけど、\nアンタにはいらないわね。\n元からドMだから調教もらくちん。,Usually; I'd have to make you cum two or three times; but you only needed the one. I guess since you're already a masochist; training you is easy.
ね？「マゾ」❤\nわたしに「マゾ」って言ってもらえてうれしいでしょ？,Right? "Masochist?"❤ Aren't you happy when I call you "masochist"?
はぐっ❤❤あぎぃっ❤ううっ・・・❤❤,Ahh!❤❤ Aghh!❤ Ugh...❤❤
キャミーがキーワードを言うたびに、体がびりびりとしびれ、さっきのパイズリの時の気持ちよさが脳の中にフラッシュバックしてしまう。,Every time Cammy says the keyword; my body tingles; and the pleasure from the titfuck from earlier flashes through my mind.
首輪をつけられ、罵倒されながら電気で弄ばれる。こんなの屈辱的で仕方ないはずなのに…。頭の中にあふれる恍惚感が抑えられない。,Wearing a collar; being insulted; and being toyed with by electricity. This should be utterly humiliating... but I can't suppress the ecstasy overflowing in my mind.
ふふ、いい感じに目がとろーんってしてきた。\n痛いのと気持ちいいのがないまぜになって、\n頭の中ぐちゃぐちゃよね❤,Hehe; your eyes are starting to glaze over. Your head is all jumbled with a mix of pain and pleasure; right?❤
今ならわたしの言うこと、\nなんでも聞いちゃうんじゃない？\nほら、ごしゅじんさまって言ってみなさい。,Right now; you'd listen to anything I say; wouldn't you? Come on; call me "master."
わたしとアンタ、\nどっちが上で、どっちが下か、\n存分に味わったでしょ。くすくす❤,You've fully experienced it now; right? Which of us is on top; and which is on bottom. *Giggle*❤
ううっ…。ご、ごしゅじんさまぁ…❤❤,Ugh... M-master...❤❤
あはは❤こんな小娘にご主人様だって。\nチンポびんびんにしながら、媚びた目をしちゃってさ。\n将来有望な男を堕とすのってたのしい～♪,Ahaha!❤ A little girl like me "master;" with a hard-on and those pleading eyes. It's so much fun; seducing such a promising man~❤
ほら、「マゾ」❤\nご主人様からのご褒美よ❤,Here; "masochist"❤ Your master will give you a reward!❤
あんたの魔力、根こそぎもらってあげる❤\nうれしいでしょ？\n「マゾ」だもんね❤きゃははは❤,I'll take all your magic from you.❤ Doesn't that make you happy? Being a "masochist" and all~❤ Kyahaha~❤
あぎぃっ❤ああっ❤ごしゅじんさま、ごしゅじんさまぁ❤❤❤,Aghh!❤ Ahh!❤ Master! Master!❤❤❤
きもちいいっ❤❤きもちいいですっ❤❤はひぃっ❤❤,It feels so good!❤❤ It feels so good!❤❤ Ahh!❤❤
キャミーのおっぱいで徹底的に搾りつくされた僕は、心の底まで彼女の虜になってしまった。,After being thoroughly drained by Cammy's breasts; I became completely captivated by her.
首輪はキャミーの許しがなければ外すことはできない。こんなものをはめたまま暮らすなんて恥ずかしくてたまらないはずなのに…。,The collar I put on can't be removed without Cammy's permission. Living with something like this on should be unbearably embarrassing; but...
キャミーが与えてくれたパイズリの快感が脳に焼き付いて、この首輪を外したいとはとても思えなくなってしまっていた。,The pleasure of the titjob that Cammy gave me was burned into my brain; and I couldn't even think about wanting to take off this collar.
あーっ、今日もたくさん飲んだわね。\nんふふ、ミレーヌさんのところはお酒も料理もおいしくて最高だわ♪,Ah; I drank a lot again today. Hehe; the food and drink at Mylene's place is so delicious. It's the best!♪
ま、こんなに飲んだら会計がバカにならないんだけど…。\nえっと、魔力をあの奴隷の首輪に合わせてっと…。,But; if I drink this much; the bill will be no joke... Hm; I'll just adjust my magic to match that slave's collar...
さっさと来なさい。「マ・ゾ」❤,Hurry up and come here. "Masochist"❤
あぎっ❤❤あっ、ああっ、ご主人様が呼んでる…❤,Aghh~❤❤ Ah; ahh; Master is calling...❤
いかなきゃ…❤❤ううっ…❤,I have to go...❤❤ Ugh...❤
ふふ、魔力の波長を合わせて「マゾ」って囁くだけで、\nどこにいても、お財布が飛んでくるから\n楽でいいわ。,Hehe; it's so easy. Just by matching the collar's wavelength and whispering "masochist" ; my wallet will come running; no matter where they are. It's so convenient!
それじゃ、マスター、あとからお金を持ったやつが来るから、\nそいつから支払いを受けておいて。\n今日もおいしかったわ。,Well then; Master; someone with money will come later; so please take the payment from them. It was delicious as always.
はーい。キャミーちゃん、いつもありがと。,Of course. Thank you as always; Cammy.
(それにしてもあの強かったルーキーくんが\nあんな風になっちゃうなんてね。),(Still; I can't believe that strong rookie turned out like this.)
(だいぶ無理してお金を工面してるらしいけど、\nだいじょうぶなのかしら。),(I hear he's trying really hard to scrape together the money. I wonder if he'll be alright.)
こうして僕はキャミーの奴隷になってしまった。,Thus; I became Cammy's slave.
大事な試合の途中であっても関係がない。ご主人様から首輪にびりりと電気を流されるだけで、おっぱいの快感が僕の思考を支配して、僕はすぐに何も考えられなくなってしまう。,It doesn't matter where I am; even if it's during an important match. All it takes is a jolt of electricity from my collar; and the pleasure of my master's breasts takes over my every thought; and I can't think of anything else.
必死にご主人様のところまで行っても、たいしたことのない用事のことも多かった。酒場の代金の支払い、買い物の荷物持ち、肩が凝ったからといってマッサージ…。,Even when I rushed to my master's side; it was often for trivial matters. Paying the tavern bill; carrying shopping bags; giving her a massage because her shoulders are stiff...
小間使いのように働かされ、有り金を貢がされても、ご褒美を与えてもらえることはほとんどない。10回に１回か、20回に１回ぐらい胸で挟んでもらえることがあった。,I was made to work like a servant; and even though I had to give up all my money; I hardly ever received any rewards. Occasionally; maybe once every ten or twenty times; I would be sandwiched between her breasts.
それ以外はただ胸をこれみよがしに見せつけられて、電流をビリリと流されるだけだ。ただ、ごくまれにしてもらえるパイズリだけで、僕の脳は完全にとろけさせられ、ご主人様への抵抗心をどろどろに溶かされてしまうのだった。,Other than that; she would just show me her breasts in an enticing manner and subject me to electric shocks. However; even just the rare titjob completely melts my brain; and any resistance I have towards my master with it.
ご主人様が外してくれない限り、この首輪が外れることはない。もちろんプロの魔道具店などに行けば解呪も可能なのだろう。だけど・・・。,As long as Master doesn't remove it; this collar won't come off. Of course; it might be possible to break the spell at a professional magic shop or something. But...
僕の心はすっかりご主人様の与えてくれる快感の虜になっていて、もはや首輪を外すことなど考えられないのだった。,My heart had become completely captivated by the pleasure my master provided; and I could no longer even imagine wanting to remove the collar.
妹を探すためＡランクを目指していた主人公の物語は、胸が大きいことだけが取り柄の女性カードマスターに奴隷に堕とされ、こうしてその幕を閉じたのだった。,And so; the story of the protagonist; who aimed for A-rank to find his sister; ended with him being enslaved by a female cardmaster whose only merit came from her large breasts. Thus; the curtain falls on his tale.
密着されて数十秒。豊満な胸の大きさとそれを捌く彼女の男のツボを知り尽くしたテクニックに、ほんのわずかな時間で発射させられてしまった。,A few seconds of close contact was all it took. With her ample bosom and her technique that knows exactly how to hit a man's sweet spot; I was made to cum in no time at all.
ほら、かんたんにイかされちゃった❤\nふふ❤ それにしてもちょろ～❤\nあ～あ、パンツの中ぐしょぐしょにしちゃって恥ずかしい～❤,Look how quickly you came~❤ *Giggle*❤ You're so easy❤ Ahh; but it's a little embarrassing that you messed up your pants.❤
は～いはい❤ わたしにぴゅっぴゅさせられたくせに文句言わないの❤\nほら、ぺろ～ん❤,Alright; alright.❤ You made me do it; don't complain.❤ Here; I'll lick it~❤
あ……❤,Ah...❤
一瞬で釘づけ❤ これだから男って扱いやすい❤,You were captivated instantly!❤ This is why men are so easy to handle~❤
今からこのおっぱいで、アンタのおちんちん\nメロメロにしてあげますからね～❤,From now on; I'm going to make your cock melt with these breasts of mine~❤
うり❤,Uri❤
はぅっ❤　あ、あ……っ❤,Hah.❤ Ah; ah...❤
ふふ❤ わたしのパイズリやばいでしょ❤\n揉みほぐすみたいにおっぱい動かして、\n挟まれたおちんちんをもみくちゃにしてあげるの❤,*Giggle*❤ My paizuri is amazing; isn't it?❤ Here. I'll move my breasts like I'm kneading them and give your captured penis a good squeeze~❤
これをされたら、チンポはもうバカになっちゃうわ❤\nあまりに強い快感に、連続でどぴゅどぴゅ射精しっぱなし❤,If I do this; your dick will go crazy~ The pleasure will be so strong that you'll keep cumming over and over~❤
もうイっちゃうでしょ❤\nわたしにパイズリされたら男はみんなそうだから気にしなくていいのよ❤\nだから、さっさと出せ❤,You're about to cum; aren't you?❤ Don't worry. All men react like that when I give them a titty fuck!❤ So; hurry up and finish~❤
う、あ、はぅ……っ❤,Uh; ah; ah......❤
…………❤,............❤
！？　も、もうイった……っ！❤,!? S-stop! I already came ......!❤
あら、な～に？❤\nぷくく❤ 一回イったからって、止めてあげるわけないじゃない❤,Oh my; what was that?❤ *Giggle*❤ Just because you've come once doesn't mean I'm gonna let you off the hook~❤
それに文句言ってるけど、アンタのおちんちんはもっとシてほしそうよ？❤,You're complaining; but it seems like your little friend here wants me to keep going; doesn't it?❤
～～～～～～～っ！！❤,～～～～～～～!❤
声にもならないって感じね❤ か～わいい❤\nイキたてのチンポにおっぱい絡みつかせてあげれば、\n休む間もなくすぐギンギン❤,You can't even make a sound; can you?❤ So cute!❤ Look; even though you just came; if I wrap my breasts around your cock; it gets rock hard again in no time❤
たとえ心が望んでなかったとしても、わたしのカラダに射精催促されて\nアンタの肉体はすぐに発射準備しちゃうのよ❤,Even if your heart doesn't want it; your body is eager to cum more; because my body demands it!❤
また出しちゃいそうになってるでしょ❤\nうりうり～、谷間のなかに連続射精しちゃいなさい❤,You're about to come again; aren't you?❤ Go on and cum in my cleavage over and over again~❤
んぐ、く、こんなのむり……っ！❤,Ugh; no; I can't handle this...!❤
あはっ、またぴゅっぴゅしちゃったわね❤\nまだまだ萎えさせてなんてあげない❤\nほら、アンタが出した精液でぬるぬるのおっぱいをくらいなさい❤,Ah; you came again~❤ But I won't let you go just yet!❤ Here; enjoy my slippery titfuck; wet with the semen you've released~❤
…………っ！❤　はぅ、～～～～～っ！❤,.........!❤ Hah~~~~~~~~~!❤
……もうちょっと優しくパイズリしてあげることもできるんだけどね。\nでも、こうやって激しくするのが一番 男から搾りとれるの❤,I know I could be more gentle; but being this rough is the best way to squeeze everything out of man~❤
女の子の柔らかさの前だと乱暴にいじめられても\n気持ちよくなっちゃうなんて、オスってほんとに愚かよね❤ くすくす❤,Even when they're being roughly bullied by a girl's plush breasts; they end up feeling good. Men are really stupid. *Giggle*❤
そろそろ下半身の感覚がおかしくなってきたでしょ❤\nこれが、アンタにその気がなくても\nおっぱいに骨抜きにされたチンポが勝手に射精しちゃう状態❤,Your lower body is starting to feel strange; isn't it?❤ In this state; even if you don't feel like it; your cock; completely captivated by the breasts; will ejaculate on its own❤
魔法じゃなくても、女の子の武器を極めればこんなことができるのよ❤\nアンタのおちんちん、もうおバカさんになっちゃった❤ わたしの虜❤,Even without magic; if a girl can master her weapons; she can do things like this!❤ Your cock's gone all weak~❤ You're completely captivated by me~❤
これからアンタをたっぷり使ってあげるから❤\nとりあえず今日は、最後の一滴までわたしにエナジー吐き出しなさい……❤,From now on; I'm going to use you a lot~❤ For today; though; expel every last drop of energy for me...❤
数週間後,A few weeks later
！？　きゃーーっ！,!? Kyaaaah!
勝者、{主人公}選手！！\n本日も、ほとんど相手に何もさせない容赦ない速攻で勝利を収めました！,And the winner is {主人公}! Once again; they achieved victory with a relentless quick attack; hardly allowing the opponent to make a move!
少し前にキャミー選手に敗れはしたものの、\n相変わらずの勝率を誇っております！ すっかり立派な中堅選手です！,Despite his loss to Cammy a little while ago; he continues to boast an impressive win rate! He's become quite a respectable mid-tier fighter!
ただ あの試合以降のプレイスタイルの変化は気になるところですね！\n隙を一切与えない、冷酷なものになったという印象もあります…！,However; the change in playstyle since that match is something to be concerned about! He seems to have become completely ruthless; leaving no openings at all...!
……………………。,......
あら、今日の対戦相手は素敵なおじさまなのね❤\n"気持ちのいい"勝負にしてあげるわ……❤,Oh; today's opponent is a charming gentleman. Don't worry. I'll make it a "pleasurable" match for you...❤
む。君が噂の……。\n私は決して油断などはしないぞ…！,Hmm. So you're the one they've been talking about... I won't let my guard down...!
ゆけっ！ 私のモンスターで攻撃……,Go; my monster! Attack...
あは❤ おじさま、隙ありよ❤,Ahaha~❤ Mister; I found an opening!❤
お近づきのしるしに、おじさまの"そこ"にぎゅ～ってハグしてあげる❤,As a token of our newfound closeness; I'll give you a big hug right here~❤
な、なにを！？　うぁ……っ！❤,W-What are you doing!? Ugh...!❤
ふふ❤ 射精しちゃったわね、おじさま❤,*Giggle*❤ Hey mister. You came; didn't you?❤
